Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Seo Title,Seo Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
graduation-photography-custom-reservation,Graduation Photography Custom Reservation,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,"meta-related-collection-graduation-accessories, photography",TRUE,School,UCLA,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCLA,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCLA,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCLA,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSB,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSB,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSB,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSB,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSD,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSD,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSD,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCSD,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCI,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCI,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCI,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UCI,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSULA,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSULA,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSULA,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSULA,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,SDSU,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,SDSU,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,SDSU,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,SDSU,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UC Berkeley,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UC Berkeley,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UC Berkeley,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,UC Berkeley,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSUF,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSUF,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSUF,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,CSUF,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,U of Redlands,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,U of Redlands,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,U of Redlands,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,U of Redlands,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,Cal Lutheran,Shoot Type,Single Person Shoot,,,,,shopify,continue,manual,89.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,Cal Lutheran,Shoot Type,Two Person Shoot,,,,,shopify,continue,manual,109.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,Cal Lutheran,Shoot Type,Group Shoot (3-5 people),,,,,shopify,continue,manual,159.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
graduation-photography-custom-reservation,,"Request a time and date for photography here. We'll match you up with a local photographer. If no photographer is available to take your booking, your money will be refunded within 48 hours.",GradStreet,photography,,TRUE,School,Cal Lutheran,Shoot Type,Large Group Shoot (6+ people),,,,,shopify,continue,manual,199.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,
