GradStreet 2019 Manufacturing Order:,,,,,,,,
97,9,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 031",ALL YEAR TAGS,UBC0173S48T00310000K01,X0022NEG77,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
98,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 031",ALL YEAR TAGS,UBC0173S48T00310000K01,X0022NEG77,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
98,23,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 104",ALL YEAR TAGS,UBC0173S48T01040000K01,X0022NEG63,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 104",ALL YEAR TAGS,UBC0173S48T01040000K01,X0022NEG63,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 111",ALL YEAR TAGS,UBC0173S48T01110000K01,X0022S1UCL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 002",ALL YEAR TAGS,UBC0173S51T00020000K01,X0022P8J6T,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,18,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 014",ALL YEAR TAGS,UBC0173S51T00140000K01,X0022NEJ8D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
100,12,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 014",ALL YEAR TAGS,UBC0173S51T00140000K01,X0022NEJ8D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
100,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 015",ALL YEAR TAGS,UBC0173S51T00150000K01,X0022S1UC1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
100,11,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 019",ALL YEAR TAGS,UBC0173S51T00190000K01,X0022OD9UV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
101,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 019",ALL YEAR TAGS,UBC0173S51T00190000K01,X0022OD9UV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
101,24,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S51T00250190K01,X0022NEJ8N,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
102,25,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S51T00250190K01,X0022NEJ8N,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
103,25,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S51T00250190K01,X0022NEJ8N,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
104,13,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S51T00250190K01,X0022NEJ8N,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
104,12,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 031",ALL YEAR TAGS,UBC0173S51T00310000K01,X0022OD7XF,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
105,24,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 104",ALL YEAR TAGS,UBC0173S51T01040000K01,X0022S1UCV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
105,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 111",ALL YEAR TAGS,UBC0173S51T01110000K01,X0022ODA6J,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
106,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 111",ALL YEAR TAGS,UBC0173S51T01110000K01,X0022ODA6J,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
106,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 002",ALL YEAR TAGS,UBC0173S54T00020000K01,X0022NEG6N,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
106,20,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 014",ALL YEAR TAGS,UBC0173S54T00140000K01,X0022NEG6D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
106,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 015",ALL YEAR TAGS,UBC0173S54T00150000K01,X0022R1OOB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
107,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 015",ALL YEAR TAGS,UBC0173S54T00150000K01,X0022R1OOB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
107,8,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 019",ALL YEAR TAGS,UBC0173S54T00190000K01,X0022P8LP3,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
107,16,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S54T00250190K01,X0022R2KEJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
108,25,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S54T00250190K01,X0022R2KEJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
109,15,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S54T00250190K01,X0022R2KEJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
109,8,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 031",ALL YEAR TAGS,UBC0173S54T00310000K01,X0022P8J73,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
109,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 104",ALL YEAR TAGS,UBC0173S54T01040000K01,X0022S1UD5,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
110,14,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 104",ALL YEAR TAGS,UBC0173S54T01040000K01,X0022S1UD5,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
110,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 111",ALL YEAR TAGS,UBC0173S54T01110000K01,X0022S1UBR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
110,9,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 014",ALL YEAR TAGS,UBC0173S57T00140000K01,X0022P1EDT,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
111,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 014",ALL YEAR TAGS,UBC0173S57T00140000K01,X0022P1EDT,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
111,5,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 019",ALL YEAR TAGS,UBC0173S57T00190000K01,X0022OD889,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
111,18,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S57T00250190K01,X0022OD7YJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
112,13,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S57T00250190K01,X0022OD7YJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
112,4,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 031",ALL YEAR TAGS,UBC0173S57T00310000K01,X0022Q6TYH,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
112,8,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0173S57T01040000K01,X0022P8LOJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0173S57T01040000K01,X0022P8LOJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,4,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 60","Tassel, color 014",ALL YEAR TAGS,UBC0173S60T00140000K01,X0022R1O2X,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 60","Tassel, color 019",ALL YEAR TAGS,UBC0173S60T00190000K01,X0022R1O3H,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,9,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 60","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S60T00250190K01,X0022NEFF5,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 60","Tassel, color 031",ALL YEAR TAGS,UBC0173S60T00310000K01,X0022P8OYV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 60","Tassel, color 104",ALL YEAR TAGS,UBC0173S60T01040000K01,X0022Q774N,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 63","Tassel, color 014",ALL YEAR TAGS,UBC0173S63T00140000K01,X0022NEG6X,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
113,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S63T00250190K01,X0022R2XLJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S63T00250190K01,X0022R2XLJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 39","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F39T00250190K01,X0022R2IUZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F42T00250190K01,X0022OD0UF,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F45T00250190K01,X0022NE86V,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F48T00250190K01,X0022Q6KX7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F51T00250190K01,X0022R2625,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F54T00250190K01,X0022NE8OX,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F57T00250190K01,X0022OD0C3,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,2,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 60","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F60T00250190K01,X0022Q733D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Full fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UMC0171F63T00250190K01,X0022NE8PH,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Standard fit, size 39","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S39T00250190K01,X0022P8B0X,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,1,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S42T00250190K01,X0022OD00F,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,4,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S45T00250190K01,X0022P8IOH,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,2,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 48","Tassel, color 017",ALL YEAR TAGS,UMC0171S48T00170000K01,X0022Q6LBX,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
114,4,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S48T00250190K01,X0022NE86L,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S48T00250190K01,X0022NE86L,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,2,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 017",ALL YEAR TAGS,UMC0171S51T00170000K01,X0022NE8P7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,5,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S51T00250190K01,X0022NE86B,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,5,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S54T00250190K01,X0022OD005,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,3,"Masters Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S57T00250190K01,X0022OCZ6P,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte NO pleats, Standard fit, size 60","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S60T00250190K01,X0022OD1BX,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte NO pleats, Standard fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UMC0171S63T00250190K01,X0022Q6LC7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
115,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 39","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F39T00250190K01,X0022R26H5,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F42T00250190K01,X0022P8B1R,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F45T00250190K01,X0022P8JUP,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F48T00250190K01,X0022NE93D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,2,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F51T00250190K01,X0022NE9M9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
115,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F54T00250190K01,X0022P8B17,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F57T00250190K01,X0022OD1I1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 60","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F60T00250190K01,X0022R2V0R,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,1,"Masters Gown+Cap, Black, Matte with pleats, Full fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UMC0173F63T00250190K01,X0022OD1BN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
116,1,"Masters Gown+Cap, Black, Matte with pleats, Standard fit, size 39","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S39T00250190K01,X0022R2UNZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,2,"Masters Gown+Cap, Black, Matte with pleats, Standard fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S42T00250190K01,X0022NE933,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,7,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 017",ALL YEAR TAGS,UMC0173S45T00170000K01,X0022R2V1B,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,4,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S45T00250190K01,X0022P8JUF,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
116,8,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 017",ALL YEAR TAGS,UMC0173S48T00170000K01,X0022NE9MJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
117,3,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 017",ALL YEAR TAGS,UMC0173S48T00170000K01,X0022NE9MJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
117,5,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S48T00250190K01,X0022Q6LBN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
117,10,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 017",ALL YEAR TAGS,UMC0173S51T00170000K01,X0022OD1HR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
117,7,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S51T00250190K01,X0022R26GV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
118,8,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 017",ALL YEAR TAGS,UMC0173S54T00170000K01,X0022P8JU5,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
118,3,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S54T00250190K01,X0022Q6YRT,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
118,4,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 017",ALL YEAR TAGS,UMC0173S57T00170000K01,X0022Q7347,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
118,2,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S57T00250190K01,X0022Q6LBD,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
118,2,"Masters Gown+Cap, Black, Matte with pleats, Standard Fit, size 60","Tassel, color 017",ALL YEAR TAGS,UMC0173S60T00170000K01,X0022R2V11,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
118,1,"Masters Gown+Cap, Black, Matte with pleats, Standard fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UMC0173S63T00250190K01,X0022Q733X,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
119,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 39",,,BC2194S39,,Poly bag,"Brand, Suffocation"
119,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 42",,,BC2194S42,,Poly bag,"Brand, Suffocation"
119,7,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 45",,,BC2194S45,,Poly bag,"Brand, Suffocation"
119,10,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 48",,,BC2194S48,,Poly bag,"Brand, Suffocation"
119,6,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 51",,,BC2194S51,,Poly bag,"Brand, Suffocation"
120,4,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 51",,,BC2194S51,,Poly bag,"Brand, Suffocation"
120,7,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 54",,,BC2194S54,,Poly bag,"Brand, Suffocation"
120,4,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 57",,,BC2194S57,,Poly bag,"Brand, Suffocation"
120,2,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 60",,,BC2194S60,,Poly bag,"Brand, Suffocation"
120,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Standard Fit, size 63",,,BC2194S63,,Poly bag,"Brand, Suffocation"
120,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 39",,,BC2194F39,,Poly bag,"Brand, Suffocation"
120,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 42",,,BC2194F42,,Poly bag,"Brand, Suffocation"
120,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 45",,,BC2194F45,,Poly bag,"Brand, Suffocation"
120,2,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 48",,,BC2194F48,,Poly bag,"Brand, Suffocation"
120,2,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 51",,,BC2194F51,,Poly bag,"Brand, Suffocation"
121,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 54",,,BC2194F54,,Poly bag,"Brand, Suffocation"
121,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 57",,,BC2194F57,,Poly bag,"Brand, Suffocation"
121,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 60",,,BC2194F60,,Poly bag,"Brand, Suffocation"
121,1,"Bachelors Gown+Cap, Purple, Shiny with pleats, Full Fit, size 63",,,BC2194F63,,Poly bag,"Brand, Suffocation"
,,,,,,,,
122,89,"Tassel, color 025+019",,,T00250190,,Plastic sleeve,None
122,646,"Tassel, color 019",,,T00190000,,Plastic sleeve,None
122,679,"Tassel, color 104",,,T01040000,,Plastic sleeve,None
122,86,"Tassel, color 006",,,T00060000,,Plastic sleeve,None
123,45,"Tassel, color 006",,,T00060000,,Plastic sleeve,None
123,12,"Tassel, color 020",,,T00200000,,Plastic sleeve,None
123,8,"Tassel, color 220",,,T08980000,,Plastic sleeve,None
123,145,"Tassel, color 017",,,T00170000,,Plastic sleeve,None
123,60,"Tassel, color 017+031",,,T00170310,,Plastic sleeve,None
,,,,,,,,
123,1770,"""2019"" Year Tag",,,Y00002019,,Plastic bag,None
123,1770,"""19"" Year Tag",,,Y00000019,,Plastic bag,None
123,1770,"""2020"" Year Tag",,,Y00002020,,Plastic bag,None
123,1770,"""20"" Year Tag",,,Y00000020,,Plastic bag,None